;user;ratings;mean;count;std;movies_rated_count
2793;2793;[5, 5, 3, 4, 4, 2, 5, 5, 5, 2, 5, 4, 3, 1, 4, 5, 2, 1, 4, 3, 5, 4, 5, 4, 4, 4, 3, 5, 5, 4, 4, 3, 3, 3, 4, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 4, 5, 4, 4, 5, 5, 5, 2, 5, 4, 5, 3, 4, 5, 3, 5, 3, 5, 3, 5, 4, 5, 4, 4, 5, 5, 5, 4, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 4, 5, 5, 4, 4, 2, 3, 4, 1, 4, 5, 3, 2, 4, 4, 4, 3, 4, 4, 4, 4, 5, 4, 4, 5, 2, 4, 5, 4, 4, 5, 4, 5, 4, 5, 5, 4, 4, 4, 3, 3, 4, 3, 5, 4, 5, 3, 4, 4, 5, 5, 5, 3, 2, 4, 4, 4, 3, 5, 3, 5, 4, 4, 5, 4, 5, 5, 5, 3, 4, 3, 4, 4, 2, 4, 4, 3, 3, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 3, 2, 4, 3, 3, 5, 4, 4, 2, 5, 5, 4, 5, 4, 4, 3, 3, 5, 5, 5, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 5, 4, 4, 5, 5, 3, 5, 4, 4, 4, 4, 3, 2, 4, 4, 3, 4, 5, 4, 5, 5, 5, 5, 5, 2, 2, 5, 4, 5, 4, 5, 4, 3, 4, 3, 4, 5, 3, 4, 5, 5, 5, 4, 5, 4, 4, 3, 2, 3, 5, 4, 5, 5, 3, 5, 5, 5, 4, 5, 4, 5, 3, 4, 3, 4, 3, 5, 4, 4, 5, 3, 4, 4, 4, 4, 5, 4, 5, 4, 5, 4, 5, 5, 4, 3, 3, 5, 5, 4, 3, 5, 4, 4, 4, 4, 3, 5, 4, 3, 4, 5, 4, 4, 3, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4, 4, 5, 3, 2, 3, 3, 5, 2, 5, 4, 5, 3, 5, 4, 4, 5, 5, 4, 3, 5, 5, 5, 3, 5, 5, 4, 4, 2, 4, 4, 4, 4, 4, 5, 4, 4, 5, 3, 5, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 4, 2, 4, 5, 1, 4, 4, 5, 4, 5, 5, 4, 3, 3, 3, 3, 4, 2, 4, 2, 2, 4, 4, 5, 5, 5, 4, 4, 3, 5, 3, 5, 5, 4, 5, 4, 5, 3, 5, 3, 5, 5, 3, 5, 5, 2, 5, 3, 3, 2, 4, 4, 5, 5, 4, 4, 4, 4, 4, 4, 5, 2, 4, 5, 3, 4, 1, 3, 4, 4, 3, 4, 2, 4, 3, 5, 5, 4, 5, 3, 5, 4, 4, 3, 3, 5, 4, 2, 3, 4, 2, 5, 5, 4, 4, 3, 2, 4, 4, 4, 4, 3, 5, 5, 4, 4, 4, 5, 5, 4, 4, 5, 4, 4, 4, 5, 3, 5, 4, 5, 4, 3, 5, 3, 4, 2, 3, 2, 4, 5, 5, 5, 5, 3, 4, 5, 2, 3, 5, 4, 4, 4, 3, 5, 2, 4, 4, 5, 4, 5, 4, 5, 4, 4, 5, 4, 4, 5, 4, 4, 5, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 3, 5, 4, 4, 5, 3, 5, 4, 2, 5, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 3, 5, 4, 4, 3, 4, 3, 3, 4, 4, 2, 5, 5, 5, 5, 5, 3, 4, 5, 3, 5, 5, 4, 5, 5, 2, 4, 4, 4, 5, 5, 3, 3, 5, 5, 3, 4, 4, 5, 5, 4, 4, 4, 4, 4, 2, 4, 2, 3, 4, 4, 4, 5, 5, 2, 5, 5, 4, 5, 4, 5, 4, 1, 5, 3, 5, 3, 4, 4, 5, 5, 3, 5, 4, 4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 4, 4, 5, 3, 5, 4, 5, 3, 3, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 3, 5, 4, 5, 4, 3, 4, 4, 5, 4, 4, 5, 5, 4, 3, 5];4.0928270042194095;711;0.9083907902311578;711
2794;2794;[4, 5, 3, 4, 5, 4, 4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 5, 5, 3, 4, 4, 5, 4, 4, 2, 4, 2, 4, 2, 5, 4, 2, 4, 4, 5, 4, 5, 5, 2, 1, 5, 4, 2, 2, 2, 4, 4, 4, 4, 5, 3, 4, 3, 4, 3, 1, 3, 3, 4, 2, 4, 5, 4, 5, 5, 5, 3, 5, 5, 1, 5, 4, 4, 4, 4, 4, 4, 3, 5, 4, 5, 4, 3, 4, 3, 2, 5, 5, 3, 4, 4, 4, 4, 2, 3, 5, 3, 5, 3, 4, 4, 4, 5, 4, 2, 5, 4, 3, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 5, 4, 5, 5, 4, 3, 4, 5, 3, 5, 3, 5, 3, 3, 5, 4, 4, 4, 3, 4, 4, 4, 5, 4, 4];3.832167832167832;143;0.9640438157450383;143
2795;2795;[4, 3, 4, 4, 2, 4, 5, 3, 4, 4, 5, 4, 4, 4, 4, 3, 4, 5, 3, 2, 3, 3, 4, 3, 3, 5, 4, 3, 3, 4, 5, 3, 3, 3, 3, 5, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4, 5, 3, 5, 5, 3, 3, 3, 3, 3, 4, 5, 4, 3, 5, 3, 4, 3, 2, 2, 3, 4, 2, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 5, 4, 3, 3, 3, 4, 3, 4, 4, 3, 5, 4, 5, 4, 4, 3, 5, 2, 4, 5];3.62;100;0.8382280492958122;100
2796;2796;[4, 4, 2, 3, 4, 3, 3, 1, 3, 2, 5, 3, 2, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 2, 3, 3, 4, 2, 3, 1, 4, 3, 4, 4, 3, 5, 4, 3, 4, 1, 4, 4, 2, 2];3.2;50;0.9476070829586857;50
2797;2797;[5, 5, 4, 4, 2, 3, 4, 4, 5, 5, 2, 3, 2, 3, 4, 4, 4, 1, 4, 3, 1, 3, 4, 1, 2, 2, 1, 1, 3, 2, 1, 2, 1, 3, 3, 4, 2, 5, 1, 4, 1, 3, 3, 5, 3, 5, 5, 2];3.0;48;1.3683349098564703;48
2798;2798;[4, 3, 2, 4, 5, 3, 4, 4, 4, 5, 4, 5, 4, 5, 5, 5, 4, 2, 3, 4, 4, 3, 3, 5, 3, 5, 5, 4, 2, 4, 5, 4, 4, 4, 4, 5, 4, 5, 3, 4, 4, 4, 4, 4, 4, 5, 5, 4, 3, 4, 5, 4, 5, 4, 3, 2, 5, 5, 4, 5, 4, 4, 4, 3, 5, 5, 5, 4, 4, 5, 3, 5, 4, 5, 1, 5, 5];4.064935064935065;77;0.9081163607574333;77
2799;2799;[4, 5, 5, 3, 5, 4, 4, 5, 3, 5, 5, 5, 4, 5, 5, 2, 3, 4, 4, 5, 5, 2, 3];4.130434782608695;23;1.0137396037394037;23
2800;2800;[4, 3, 4, 2, 5, 4, 4, 5, 5, 3, 4, 5, 4, 3, 5, 3, 1, 5, 4, 4, 3, 4, 1, 3, 5, 2, 3, 3, 5, 1, 3, 4, 5, 3, 3, 4, 3, 5, 1, 5, 5, 5, 5, 4, 4, 4, 5, 4, 4, 4, 1, 3, 5, 5, 3, 5, 5, 3, 1, 1, 5, 4, 2, 5, 1, 2, 4, 4, 2, 4, 5, 5, 5, 3, 2, 3, 1, 1, 4, 5, 3, 1, 2, 3, 1, 4, 3, 1, 3, 3, 5];3.4615384615384617;91;1.3606182606749224;91
2801;2801;[3, 3, 4, 1, 4, 1, 4, 4, 4, 3, 3, 3, 4, 2, 3, 4, 3, 3, 3, 2, 3, 2, 1, 5, 1, 4, 3, 4, 3, 4, 2, 3, 4, 3, 5, 4, 5, 3, 2, 2, 4, 2, 3, 3, 2, 2, 4, 3, 5, 3, 3, 4, 5, 5, 3, 2, 4, 2, 3, 3, 2, 3, 3, 3, 4, 4, 2, 5, 4, 3, 2, 4, 3, 2, 4, 3, 2, 4, 4, 4, 3, 5, 4, 1, 2, 2, 3, 5, 2, 4, 3, 3, 1, 2, 5, 5, 3, 5, 2, 4, 3];3.1782178217821784;101;1.0807038410587833;101
2802;2802;[3, 5, 4, 4, 3, 2, 3, 2, 2, 2, 2, 5, 2, 4, 2, 4, 4, 4, 4, 3, 5, 4, 3, 4, 3, 4, 4, 2, 5, 3, 3, 4, 4, 3, 4, 2];3.361111111111111;36;0.99002966125199;36
2803;2803;[4, 5, 3, 2, 4, 4, 3, 4, 2, 4, 4, 4, 4, 4, 2, 4, 5, 2, 4, 2, 3, 3, 4, 4, 5, 5, 4, 5, 4, 4, 4, 5, 5, 5, 5, 1, 5, 5, 4, 3, 4, 3, 5, 5, 1, 3, 3, 1, 1, 4, 2, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 2, 3, 3, 1, 4, 3, 4, 2, 3, 5, 4, 4, 5, 5, 5];3.6375;80;1.1826140322891017;80
2804;2804;[4, 4, 4, 5, 5, 5, 5, 4, 4, 5, 4, 4, 5, 2, 4, 5, 3, 4, 3, 4, 3, 4, 3, 5, 2, 4, 4, 3, 4, 4, 4, 4, 5, 5, 3, 5, 3, 4, 5, 3, 4, 3, 4, 3, 4, 3, 5, 4, 3, 4, 5, 4, 4, 3, 4, 4, 4, 3, 4, 4, 5, 5, 4, 3, 5, 3, 3, 4, 4, 1, 4, 4, 5, 5, 4, 5, 4, 2, 1, 4, 5, 4, 4, 5, 2, 4, 4, 3, 5, 4, 4, 3, 4, 4, 4, 2, 5, 3, 4, 5, 4, 1, 3, 4, 4, 4, 3, 4, 4, 3, 4, 5, 4, 5, 4, 3, 4, 4, 5, 5, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 3, 4, 4, 5, 4, 4, 4, 3, 3, 4, 3, 5, 3, 4, 3, 4, 4, 4, 4, 5, 5, 4, 5, 4, 4, 5, 2, 5, 2, 4, 3, 3, 4, 3, 3, 4, 5, 3, 5, 4, 3];3.888888888888889;171;0.870729541614687;171
2805;2805;[5, 4, 4, 2, 5, 5, 4, 4, 5, 3, 2, 3, 5, 5, 3, 3, 4, 5, 4, 5, 5, 5, 4, 5, 1, 3, 5, 3, 4, 4, 4, 4, 5, 3, 3, 4, 2, 3, 2, 4, 4, 4, 5, 3, 4, 3, 5, 5, 5, 4, 5, 1, 4, 4, 2, 3, 4, 5, 1, 5, 5, 4, 4, 4, 4, 4, 4, 3, 3, 4, 5, 5, 3, 2, 3, 5, 4, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4];3.897727272727273;88;1.0508865740086115;88
2806;2806;[3, 3, 2, 5, 5, 1, 2, 5, 2, 5, 4, 2, 3, 5, 3, 3, 4, 3, 3, 2, 5, 4, 4, 5, 4, 3, 3, 3, 5, 5, 5, 5, 3, 4, 2, 4, 4, 2, 3, 3, 2, 4, 4, 4, 3, 4, 2, 1, 3, 3, 4, 4, 3, 5, 3, 3, 3, 3, 2, 1, 3, 2, 2, 1, 3, 3, 5, 3, 1, 2, 5, 4, 4, 3, 3, 3, 3];3.272727272727273;77;1.1428998624961768;77
2807;2807;[3, 4, 5, 5, 3, 1, 3, 3, 3, 5, 3, 4, 3, 2, 5, 4, 4, 5, 3, 2, 3, 1, 4, 3, 5, 4, 5, 4, 3, 4, 5, 4, 3, 4, 3, 4, 4, 5, 4, 3, 4, 4, 5, 4, 2, 5, 4, 3, 3, 3, 4, 4, 2, 3, 4, 5, 5, 1, 4, 3, 4, 4, 3, 4, 4, 3, 2, 3, 4, 4, 4, 3, 4, 4, 3, 4, 1, 5, 4, 3, 4, 5, 4, 5, 4, 4, 2, 3, 4, 4, 3, 1, 4, 3, 3, 3, 3, 1, 3, 4, 4, 5, 5, 3, 3, 1, 3, 4, 4, 3, 4, 2, 4, 3, 3, 3, 3, 4, 5, 4, 5, 4, 1, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 3, 4, 5, 4, 3, 3, 4, 4, 4, 1, 2, 1, 4, 3, 4, 3, 4, 3, 2, 4, 5, 3, 5, 3, 2, 3, 4, 4, 3, 3, 2, 4, 1, 4, 3, 3, 1, 2, 3, 3, 5, 4, 4, 3, 3, 3, 1, 3, 4, 5, 2, 2, 2, 2, 2, 2, 4, 3, 4, 5, 3, 4, 3, 3, 5, 3, 3, 5, 3, 2, 5, 4, 4, 1, 3, 1, 3, 4, 3, 4, 3, 3, 3, 4, 4, 4, 4, 2, 3, 3, 4, 1, 3, 3, 4, 4, 1, 3, 3, 3, 5, 5, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3, 4, 4, 3, 5, 5, 4, 4, 4, 3, 4, 3, 2, 4, 4, 4, 4, 4, 3, 3, 4, 4, 3, 4, 3, 4, 3, 4, 2, 4, 3, 4, 3, 3, 5, 4, 2, 3, 5, 1, 2, 3, 3, 2, 1, 4, 5, 4, 3, 1, 5, 1, 1, 4, 3, 4, 3, 4, 2, 1, 5, 5, 3, 2, 5, 4, 5, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 5, 3, 4, 5, 3, 4, 3, 2, 1, 4, 4, 1, 3];3.391044776119403;335;1.057866362308617;335
2808;2808;[4, 5, 4, 5, 4, 5, 5, 4, 4, 5, 4, 4, 5, 4, 4, 5, 5, 4, 4, 4, 5, 4, 5, 5, 4, 5, 4, 5, 4, 4, 2, 4, 5, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 3, 4, 5, 4, 4, 5, 4, 5, 3, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4, 5, 4, 3, 4, 3, 4, 5, 5, 5, 4, 5, 4, 4, 4];4.243589743589744;78;0.6872852190764562;78
2809;2809;[5, 5, 5, 5, 5, 3, 5, 5, 5, 2, 4, 5, 4, 5, 4, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 3, 5, 5, 4, 5, 5, 4, 5, 4, 5, 5, 4, 5, 5];4.617283950617284;81;0.6034878050666787;81
2810;2810;[4, 4, 5, 1, 2, 1, 4, 5, 4, 4, 4, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 3, 5, 3, 2, 5, 3, 4, 4, 5, 5, 2, 3, 4, 4, 2, 2, 5, 3, 3, 5, 3, 3, 4, 5, 3, 5, 3, 4, 5, 3, 2, 5, 2, 4, 2, 4, 4, 3, 2, 4, 1, 5, 3, 3, 3, 4, 2, 3, 4, 3, 5, 4, 2, 5, 4, 4, 4, 2, 2, 3, 3, 4, 5, 4, 3, 5, 5, 3, 3, 4, 3, 4, 4, 3, 1, 3, 3, 3, 4, 3, 5, 4, 1, 4, 3, 4, 4, 5, 5, 5, 4, 1, 5, 5, 4, 4, 5, 1, 4, 2, 3, 3, 3, 3, 3, 4, 2, 3, 1, 3, 3, 1, 5, 4, 4, 2, 3, 4, 3, 3, 5, 3, 4, 4, 3, 5, 5, 4, 5, 1, 3, 4, 5, 4, 4, 3, 3, 5, 1, 1, 3, 2, 4, 4, 3, 4, 1, 3, 4, 5, 4, 4, 4, 3, 3, 4, 3, 4, 2, 1, 3, 3, 4, 4, 5, 4, 3, 4, 4, 5, 5, 4, 2, 4, 4, 3, 5, 3, 4, 4, 5, 4, 4, 4, 3, 5, 4, 5, 3, 3, 5, 5, 4, 2, 4, 3, 4, 5, 4, 4, 3, 3, 5, 4, 5, 5, 5, 5, 3, 5, 4, 5, 5, 5, 4, 3, 3, 5, 5];3.658536585365854;246;1.12361855894382;246
2811;2811;[3, 4, 3, 4, 4, 2, 3, 3, 2, 3, 4, 4, 5, 4, 4, 3, 5, 4, 2, 4, 4, 3, 4, 2, 4, 3, 3, 3, 4, 4, 5, 3, 3, 4, 3, 4, 4, 3, 3, 5, 4, 4, 4, 3, 3, 3, 3, 5, 4, 3, 3, 2, 4, 3, 5, 3, 4, 5, 2, 3, 5, 5, 3, 4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 5, 5, 3, 3, 4, 4, 5, 4];3.6666666666666665;81;0.8660254037844386;81
2812;2812;[3, 3, 5, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 3, 4, 5, 3, 4, 4, 4, 4, 2, 3, 5, 4, 4, 4, 2, 3, 3, 2, 3, 4, 4, 5, 3, 2, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 5, 3, 3, 5, 3, 4, 4, 3, 4, 3, 4, 4, 2, 2, 4, 4, 5, 4, 3, 3, 4, 4, 5, 4, 4, 4, 5, 5, 4, 3, 4, 4, 3, 1, 4, 4, 4, 3, 5, 4, 5, 1, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 4, 3, 5, 3, 3, 4, 5, 4, 2, 4, 4, 3];3.603305785123967;121;0.8414208107221103;121
2813;2813;[2, 1, 4, 1, 5, 3, 1, 5, 5, 5, 1, 4, 5, 4, 2, 2, 3, 3, 1, 3, 1, 3, 5];3.0;23;1.5666989036012806;23
2814;2814;[5, 5, 3, 5, 4, 5, 3, 5, 5, 3, 5, 4, 4, 1, 3, 5, 5, 1, 4, 4, 4, 5, 3, 4, 4, 5, 5, 2, 3, 5, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 4, 3, 5, 3, 4, 5, 5, 5, 2, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 4, 4, 4, 5, 5];4.252747252747253;91;1.0175505075469402;91
2815;2815;[4, 3, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 3, 5, 3, 3, 5, 4, 3, 4, 5, 3, 4, 3, 3, 3, 3, 5, 5, 5, 3, 4, 4, 4, 3, 2, 1, 4, 3, 4, 4, 4, 5, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3];3.690909090909091;55;0.8579201221716017;55
2816;2816;[5, 5, 5, 2, 4, 3, 5, 4, 3, 2, 4, 1, 4, 4, 4, 5, 5, 4, 4, 4, 4, 3];3.8181818181818183;22;1.0970247050377686;22
2817;2817;[4, 4, 5, 5, 5, 4, 5, 3, 5, 4, 4, 3, 5, 4, 4, 4, 3, 4, 4, 2, 4, 4, 3, 5, 3, 5, 5, 4, 5, 5, 4, 4, 4, 4, 5, 2, 5, 4, 5, 3, 3, 4, 4, 4, 4, 3, 4, 5, 4, 4, 4, 5, 5, 5, 4, 4, 5, 3, 5, 5, 4, 5, 3, 5, 4, 5, 4, 4, 5, 5, 4, 4, 4, 4, 5, 5, 5, 4, 4, 5, 5, 4];4.2073170731707314;82;0.7492845126782456;82
2818;2818;[2, 4, 2, 3, 3, 3, 5, 4, 2, 4, 3, 4, 3, 2, 5, 4, 2, 3, 3, 5, 3, 4, 4, 4, 3, 5, 4, 5, 4, 4, 5, 3, 3, 3, 2, 5, 4, 4, 4, 5, 4, 4, 2, 2, 4, 2, 3, 4, 4, 4, 3, 3, 5, 5, 3, 3, 2, 3, 3, 4, 1, 3, 3, 4, 5, 3, 4, 4, 3, 4, 4, 5, 5, 4, 2, 4, 4, 3, 3, 3, 3, 5, 3, 3, 1, 3, 2, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 2, 3, 4, 4, 3, 4, 5, 3, 3, 3, 4, 3, 3, 4, 2, 4, 4, 5, 3, 4, 5, 5, 3, 3, 4, 3, 3, 4, 5, 4, 2, 5, 3, 3, 4, 4, 2, 4, 4, 5, 5, 5, 2, 4, 3, 2, 3, 5, 4, 4, 5, 4, 2, 2, 5, 3, 2, 4, 4, 3, 3, 5, 2, 4, 2, 2, 4, 2, 5, 2, 4, 2, 3, 4, 3, 2, 4, 3, 5, 3, 4, 3, 4, 5, 3, 4, 1, 5, 4, 2, 4, 4, 4, 2, 1, 3, 4, 1, 3, 3, 3, 5, 4, 5, 3, 4, 4, 3, 5, 5, 4, 5, 5, 3, 5, 3, 3, 4, 1, 4, 5, 3, 4, 4, 4, 2, 3, 5, 5, 5, 4, 4, 5, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 2, 4, 4, 5, 3, 2, 5, 3, 4, 5, 3, 5, 2, 5, 4, 5, 4, 4, 4, 5, 4, 4, 4, 4, 3, 3, 4, 5, 5, 5, 5, 5, 2, 1, 4, 3, 3, 4, 5, 3, 4, 5, 5, 5, 3, 4, 4, 5, 4, 4, 2];3.6109215017064846;293;1.0197452193121896;293
2819;2819;[3, 3, 4, 5, 4, 5, 4, 2, 2, 4, 4, 5, 3, 5, 3, 3, 5, 5, 5, 4];3.9;20;1.0208355710680808;20
